sbd,Toán,Văn,Lí,Hóa,Sinh,Ngoại ngữ,Sử,Địa,GDCD
1005160,7.2,6.0,,,,,7.5,6.5,
1005161,7.6,7.5,,,,7.8,4.0,5.0,
1005162,7.4,8.5,,,,7.2,,,8.5
1005163,4.6,4.25,,,,,4.0,5.25,
1005164,7.0,7.75,,,,6.4,,,
1005165,7.2,8.25,,,,,7.5,6.0,
1005166,2.6,4.75,,,,,5.0,4.25,
1005167,8.0,,,,,8.8,,8.5,
1005168,5.2,7.75,,,,,7.75,6.5,
1005169,3.8,3.75,,,,,5.5,7.0,
1005170,8.4,,8.5,,,6.6,,,
1005171,2.2,3.25,,,,,5.75,4.5,
1005172,4.4,5.75,,,,,3.75,4.75,
1005173,7.4,7.0,,4.75,7.5,8.4,,,
1005174,3.8,6.25,,,,,3.75,4.0,
1005175,7.4,,,4.0,,7.4,,,
1005176,6.0,8.25,,,,7.2,6.5,8.0,8.75
1005177,7.6,9.0,,,,8.2,5.5,6.0,7.75
1005178,8.0,9.0,,,,9.4,5.25,7.25,9.5
1005179,8.0,8.75,,,,9.4,8.0,7.0,8.75
1005180,5.4,8.5,,,,4.0,5.5,6.25,7.75
1005181,4.2,7.25,,,,5.4,3.75,3.75,7.5
1005182,6.2,8.5,,,,6.6,8.0,6.0,8.75
1005183,6.8,9.0,,,,3.0,6.25,6.5,9.0
1005184,8.0,9.25,,,,8.2,7.0,6.5,8.0
1005185,6.8,8.25,,,,6.0,,,
1005186,,,,,,,,,
1005187,4.4,7.5,,,,4.4,6.25,7.25,
1005188,7.8,8.25,,,,7.8,,,
1005189,2.0,6.75,,,,,5.25,5.0,
1005190,3.0,6.25,,,,,7.0,5.75,
1005191,,,,,,,,,
1005192,3.4,5.25,,,,,4.25,3.75,
1005193,6.8,6.25,,,,4.8,,,
1005194,8.2,,5.0,9.25,3.0,8.2,,,
1005195,4.2,5.25,,,,,5.0,6.25,
1005196,4.6,5.75,,,,,6.25,5.25,
1005197,6.0,4.75,,,,7.8,8.0,5.25,
1005198,6.8,,5.0,,,9.2,,,
1005199,4.0,4.5,,,,,7.0,8.0,
1005200,5.8,4.25,,,,,4.75,6.0,
1005201,4.2,6.5,,,,,3.5,3.75,
1005202,6.4,5.75,,,,,7.75,5.25,
1005203,2.8,2.25,,,,,4.5,6.25,
1005204,4.2,6.75,,,,,7.0,5.25,
1005205,7.4,7.75,,,,9.0,,,
1005206,,,,,,,,,
1005207,2.4,4.25,,,,,3.75,3.5,
1005208,7.6,,,8.5,7.0,7.6,,,
1005209,6.4,,5.25,,,8.6,,,
1005210,8.8,,4.75,6.0,,4.8,,,
1005211,8.0,,4.75,2.75,,6.8,,,
1005212,9.0,9.5,,,,9.6,,,
1005213,7.2,8.5,,,,8.0,,,
1005214,8.2,9.0,,,,9.0,,,
1005215,5.6,8.5,,,,4.8,6.75,4.5,8.75
1005216,8.8,,4.75,4.5,5.5,8.4,,,
1005217,6.8,,,,,8.0,,,
1005218,8.8,8.25,,,,9.4,,,
1005219,7.4,8.75,,,,7.2,,,
1005220,,,,,,,,,
1005221,8.6,9.0,,,,9.6,,,
1005222,8.8,,8.5,4.5,6.5,7.6,,,
1005223,5.0,6.75,,,,,4.75,3.25,8.0
1005224,8.0,8.25,9.25,7.5,7.75,,,,
1005225,7.0,7.75,5.25,7.75,5.5,,,,
1005226,7.0,7.75,,,,,6.0,5.0,8.25
1005227,6.6,8.5,2.25,6.25,3.5,,,,
1005228,7.2,5.75,8.25,4.5,4.25,,,,
1005229,8.0,7.25,8.25,6.25,7.25,,,,
1005230,7.2,7.0,6.75,6.5,5.75,,,,
1005231,7.0,7.25,,,,,5.75,5.5,8.0
1005232,6.8,6.5,4.75,3.75,5.5,,,,
1005233,9.0,9.0,,,,,8.5,7.75,9.75
1005234,7.6,8.5,,,,8.8,6.5,5.75,9.5
1005235,6.4,8.0,,,,,6.0,5.25,7.5
1005236,7.6,7.75,,,,,7.75,5.5,8.5
1005237,,6.5,,,,,4.5,6.25,
1005238,6.6,7.25,,,,,7.75,5.0,9.5
1005239,7.6,6.0,,,,,7.25,5.75,8.75
1005240,7.0,8.25,,,,,5.5,6.25,10.0
1005241,5.0,7.5,,,,,6.25,5.5,7.75
1005242,7.8,8.75,,,,,6.5,6.5,8.5
1005243,7.8,7.0,5.0,4.5,7.75,,,,
1005244,5.4,6.75,,,,,5.75,5.0,5.75
1005245,6.6,6.25,,,,,7.0,5.25,8.0
1005246,6.8,6.25,4.75,5.5,6.25,,,,
1005247,7.0,7.0,4.75,4.0,5.75,6.4,,,
1005248,8.2,5.25,4.25,5.0,8.0,,,,
1005249,8.4,8.25,7.25,6.5,6.0,7.8,,,
1005250,6.0,8.5,6.25,6.75,5.25,6.2,,,
1005251,7.0,8.25,,,,,7.5,6.5,7.25
1005252,7.8,8.25,8.0,7.25,8.0,7.8,,,
1005253,8.4,8.75,5.75,7.75,6.75,7.8,,,
1005254,8.6,8.75,8.0,6.25,5.25,7.6,,,
1005255,6.6,7.75,,,,,5.5,5.5,7.25
1005256,,8.25,,,,,9.25,8.25,
1005257,8.0,7.75,6.25,5.5,7.5,8.0,,,
1005258,8.8,7.5,7.5,6.0,5.75,9.2,,,
1005259,8.8,6.5,4.5,8.75,8.25,5.8,,,
1005260,7.0,7.0,7.0,5.5,4.25,3.8,,,
1005261,8.0,8.0,,,,,7.75,8.5,9.75
1005262,7.2,9.5,,,,,8.25,6.25,9.25
1005263,6.6,8.5,7.5,8.0,6.5,7.4,,,
1005264,8.4,9.25,,,,,8.25,7.0,8.75
1005265,7.0,5.0,8.25,4.25,7.0,,,,
1005266,8.6,5.5,8.25,8.25,7.5,,,,
1005267,6.8,6.0,5.0,4.5,6.25,9.0,,,
1005268,8.0,8.25,,,,,6.5,6.25,8.75
1005269,7.2,7.75,8.5,6.5,6.75,5.2,,,
1005270,7.2,8.25,,,,,7.25,5.0,9.25
1005271,6.8,8.25,,,,,8.0,6.25,9.0
1005272,8.0,7.25,6.75,3.75,5.25,8.8,,,
1005273,4.8,7.25,,,,,5.25,5.5,9.25
1005274,7.4,8.25,4.5,5.0,6.5,9.0,,,
1005275,6.8,6.75,4.75,5.0,5.0,3.2,,,
1005276,9.2,7.25,9.0,9.25,6.75,6.0,,,
1005277,8.6,7.5,8.75,5.0,7.25,,,,
1005278,4.0,4.0,,,,,5.5,5.5,8.5
1005279,8.0,6.5,4.5,6.5,4.75,7.0,,,
1005280,7.8,7.5,8.25,7.0,3.75,6.6,,,
1005281,8.8,9.0,8.5,5.0,4.75,7.0,,,
1005282,8.6,8.75,8.0,7.75,6.75,7.4,,,
1005283,6.0,7.5,,,,,6.25,6.0,9.25
1005284,8.2,8.5,6.25,5.75,4.75,5.8,,,
1005285,7.8,,5.5,7.5,,,,,
1005286,7.8,8.5,6.75,5.5,6.5,8.4,,,
1005287,8.2,7.0,5.25,7.25,6.0,8.4,,,
1005288,6.8,7.25,7.0,4.75,6.0,9.0,,,
1005289,7.4,8.25,,,,,8.0,6.25,9.25
1005290,7.0,7.0,,,,,7.25,6.75,9.25
1005291,7.2,7.25,,,,,6.5,6.75,8.75
1005292,8.6,8.0,9.0,6.75,6.75,9.0,,,
1005293,5.8,7.25,5.25,5.0,7.0,5.6,,,
1005294,8.6,5.0,8.75,5.5,6.5,9.4,,,
1005295,8.0,9.0,4.75,8.25,7.5,9.4,,,
1005296,8.0,5.5,8.25,5.0,6.0,8.4,,,
1005297,7.8,8.0,4.0,2.25,5.0,5.8,,,
1005298,8.6,6.0,7.5,4.75,7.5,8.4,,,
1005299,8.4,7.25,8.75,6.0,6.0,9.6,,,
1005300,8.2,7.0,7.75,5.75,5.75,6.8,,,
1005301,8.4,8.0,7.75,4.0,6.5,7.6,,,
1005302,7.8,8.75,,,,,7.5,8.0,9.75
1005303,8.0,7.5,,,,5.6,4.75,4.25,8.5
1005304,7.6,7.75,,,,8.2,5.25,6.25,7.5
1005305,6.6,7.25,,,,8.2,5.5,5.5,7.75
1005306,7.2,8.0,,,,8.6,5.0,7.75,9.0
1005307,7.0,8.0,,,,4.8,5.0,5.25,8.25
1005308,7.2,7.5,,,,8.2,5.5,5.25,6.5
1005309,8.6,8.75,,,,8.4,6.25,6.0,9.0
1005310,6.4,7.25,,,,5.2,6.5,6.0,8.25
1005311,4.2,6.5,,,,3.6,4.75,5.75,8.25
1005312,7.6,8.25,,,,8.0,6.75,7.5,8.5
1005313,8.4,8.25,,,,9.0,8.5,8.25,9.75
1005314,8.6,9.25,,,,9.4,6.25,7.75,9.0
1005315,7.2,7.75,,,,9.0,7.5,6.0,8.25
1005316,6.6,7.25,,,,6.8,8.0,7.75,9.25
1005317,7.4,8.25,,,,9.2,7.5,8.0,9.5
1005318,8.2,9.25,,,,8.0,8.0,7.0,8.75
1005319,6.8,7.0,,,,5.2,8.0,5.75,9.75
1005320,8.2,7.75,,,,8.2,5.75,5.25,7.25
1005321,6.4,7.0,,,,6.4,6.0,5.25,9.0
1005322,5.4,8.0,,,,8.4,6.75,5.75,8.25
1005323,7.4,6.5,,,,8.8,5.75,5.5,8.5
1005324,7.2,8.5,,,,9.2,6.25,5.0,8.5
1005325,8.0,8.0,,,,7.4,5.0,5.25,7.5
1005326,7.2,8.75,,,,7.4,4.25,6.25,7.25
1005327,8.4,9.0,,,,8.6,6.5,5.25,8.0
1005328,7.6,8.0,,,,8.2,6.75,6.75,8.25
1005329,8.2,8.25,,,,7.6,7.75,8.25,9.5
1005330,7.0,7.5,,,,8.0,4.75,4.75,7.5
1005331,8.0,6.25,,,,5.8,4.75,6.75,8.25
1005332,7.6,9.0,,,,9.2,6.5,6.25,8.25
1005333,6.0,5.75,,,,5.6,4.75,6.25,8.75
1005334,7.6,8.5,,,,8.6,5.5,6.25,8.25
1005335,8.6,8.5,,,,9.8,7.25,7.5,9.5
1005336,7.8,8.75,,,,8.2,5.0,6.0,5.75
1005337,7.8,8.5,,,,8.8,6.5,5.75,7.25
1005338,8.6,8.5,,,,9.8,7.25,7.5,9.5
1005339,7.6,7.75,,,,8.6,8.0,7.0,8.5
1005340,3.6,5.25,,,,3.6,5.0,5.0,8.0
1005341,7.2,8.5,,,,7.6,5.75,6.25,6.25
1005342,8.6,9.0,,,,8.6,8.0,7.5,9.0
1005343,7.4,8.5,,,,8.4,7.5,6.5,9.0
1005344,4.6,7.5,,,,3.6,3.5,5.0,8.0
1005345,7.4,9.0,,,,8.4,7.75,4.75,8.75
1005346,8.2,9.25,,,,9.0,6.5,5.75,9.75
1005347,5.4,8.75,,,,2.8,8.0,6.5,8.75
1005348,7.8,8.75,,,,7.6,9.5,8.5,8.75
1005349,7.0,5.75,,,,5.6,4.5,4.25,8.5
1005350,9.0,7.5,,,,8.2,6.0,6.0,7.0
1005351,5.6,6.5,,,,5.4,4.75,4.75,7.75
1005352,7.4,8.5,,,,8.6,5.0,6.0,9.25
1005353,6.2,7.5,,,,5.6,3.5,5.75,7.75
1005354,7.2,7.75,,,,7.8,6.5,5.5,8.25
1005355,8.0,9.0,,,,7.0,5.0,6.5,9.25
1005356,6.4,8.0,,,,7.4,5.75,6.25,9.25
1005357,8.0,8.5,,,,8.2,4.5,6.5,7.75
1005358,7.2,8.75,,,,6.8,9.25,7.5,8.0
1005359,8.2,8.0,,,,6.4,7.0,6.75,9.0
1005360,5.8,7.75,,,,7.6,3.25,4.5,7.5
1005361,6.8,8.0,,,,8.0,6.75,5.5,8.75
1005362,6.6,7.0,,,,8.2,7.5,6.0,8.75
1005363,9.0,9.25,,,,8.2,7.0,6.0,7.25
1005364,7.2,8.5,,,,7.2,8.0,6.75,9.0
1005365,6.4,6.5,,,,8.4,4.75,4.75,8.0
1005366,7.4,8.75,,,,8.4,5.25,5.5,8.5
1005367,4.2,6.0,,,,6.4,5.25,6.5,7.25
1005368,3.4,7.25,,,,4.6,5.75,4.75,8.0
1005369,8.2,9.0,,,,8.8,7.5,7.5,9.5
1005370,8.6,9.25,,,,8.8,6.75,7.25,9.75
1005371,8.0,8.75,,,,8.4,7.75,6.0,9.25
1005372,7.0,8.0,,,,4.8,6.5,6.0,8.25
1005373,8.2,8.5,,,,9.0,6.75,7.0,9.25
1005374,7.4,9.0,,,,6.8,3.5,6.0,8.5
1005375,5.4,8.5,,,,7.4,5.75,5.75,9.0
1005376,6.4,7.75,,,,2.6,5.25,6.0,7.75
1005377,8.0,8.25,,,,7.4,4.75,5.75,7.75
1005378,8.2,8.5,,,,7.8,6.5,6.5,8.75
1005379,6.4,7.25,,,,6.4,3.75,3.75,6.75
1005380,5.6,7.25,,,,4.6,5.75,6.5,6.0
1005381,3.0,7.0,,,,2.2,4.75,5.75,6.75
1005382,7.4,6.5,,,,7.4,4.5,4.75,7.75
1005383,7.8,7.5,,,,7.0,4.75,5.25,7.0
1005384,7.2,6.75,,,,7.6,5.0,6.0,9.0
1005385,7.6,8.5,,,,7.8,4.5,5.25,7.25
1005386,7.0,9.0,,,,5.4,5.0,5.5,8.25
1005387,8.0,9.0,,,,8.8,5.25,6.0,8.5
1005388,5.2,8.25,,,,3.6,7.25,5.25,9.0
1005389,7.4,8.5,,,,7.2,5.5,6.0,8.25
1005390,7.8,9.5,,,,7.6,6.75,5.0,8.25
1005391,7.6,8.0,,,,8.0,4.5,5.0,7.5
1005392,6.0,8.5,,,,5.2,5.5,6.25,9.0
1005393,7.2,7.75,,,,5.8,6.25,8.0,8.0
1005394,,7.75,,,,,6.5,6.25,
1005395,8.0,9.25,,,,8.6,7.75,6.5,8.0
1005396,7.8,9.0,,,,7.0,3.25,5.5,6.25
1005397,7.6,9.25,,,,8.2,4.25,5.25,7.75
1005398,7.6,8.0,,,,5.4,4.5,6.5,9.25
1005399,8.4,8.25,,,,9.8,6.0,7.0,8.5
1005400,,,,,,,,,
1005401,7.0,6.75,,,,3.4,5.0,6.25,7.25
1005402,6.8,7.75,,,,7.6,6.0,5.5,7.5
1005403,8.2,5.75,,,,7.4,5.75,8.0,9.25
1005404,4.4,6.25,,,,3.8,5.75,4.5,9.5
1005405,,7.0,,,,,5.25,5.75,
1005406,5.6,6.75,,,,8.2,3.75,5.75,8.5
1005407,7.0,7.75,,,,8.8,7.25,7.0,9.0
1005408,7.8,8.0,,,,9.2,7.25,5.25,8.75
1005409,5.2,6.25,,,,5.4,6.5,5.5,8.5
1005410,8.2,9.0,,,,7.0,3.75,6.25,7.75
1005411,6.4,6.25,,,,8.2,6.5,5.75,8.0
1005412,6.2,7.0,,,,5.4,6.0,6.0,8.5
1005413,6.2,8.0,,,,6.2,5.75,5.0,7.5
1005414,5.6,7.25,,,,8.4,3.75,6.25,8.0
1005415,7.8,7.0,,,,7.4,7.25,6.75,8.75
1005416,4.6,6.75,,,,6.2,8.5,6.0,8.5
1005417,8.2,9.0,,,,5.8,7.25,6.5,8.75
1005418,4.2,7.75,,,,7.0,7.5,6.5,7.75
1005419,,8.0,,,,,8.5,7.5,
1005420,7.8,7.75,,,,8.6,6.25,6.75,8.25
1005421,4.8,6.25,,,,4.6,5.0,4.75,8.5
1005422,7.0,8.75,,,,8.6,7.5,6.5,8.0
1005423,6.0,6.75,,,,6.2,3.75,4.0,6.75
1005424,6.0,8.0,,,,8.2,5.0,5.5,7.75
1005425,6.6,7.75,,,,6.2,3.75,3.0,7.25
1005426,7.4,8.25,,,,9.2,5.0,5.75,9.25
1005427,7.2,8.0,,,,7.8,6.25,5.75,6.25
1005428,,,,,,,,,
1005429,3.4,,3.75,2.75,,,,,
1005430,6.8,7.5,,,,7.6,6.5,5.75,8.5
1005431,6.8,8.25,,,,7.8,6.25,5.75,9.5
1005432,7.6,7.5,,,,8.8,8.25,7.5,9.0
1005433,8.2,9.0,,,,7.0,4.0,5.25,7.25
1005434,8.4,9.0,,,,7.0,6.25,6.25,7.5
1005435,8.0,9.0,,,,8.2,7.75,6.25,8.5
1005436,,3.5,,,,,7.5,5.5,
1005437,,5.5,,,,,3.5,5.5,
1005438,8.6,8.5,,,,9.2,7.5,6.0,8.75
1005439,7.6,8.5,,,,8.0,6.75,5.25,7.5
1005440,7.0,9.0,,,,8.6,7.5,6.75,8.75
1005441,5.6,7.5,,,,3.6,5.0,5.75,7.25
1005442,8.2,8.75,,,,8.8,5.0,5.25,9.0
1005443,5.2,7.5,,,,8.8,6.25,5.5,8.75
1005444,,4.25,,,,,5.75,5.75,
1005445,6.2,7.25,,,,4.0,4.25,5.75,7.75
1005446,7.0,6.5,,,,6.8,7.75,5.75,9.25
1005447,7.2,8.0,,,,8.8,6.5,6.0,8.25
1005448,6.8,8.75,,,,9.2,9.25,7.5,9.75
1005449,6.0,7.0,,,,4.2,3.25,5.75,6.25
1005450,7.4,7.75,,,,9.0,5.25,6.5,7.25
1005451,7.4,7.75,,,,7.6,6.75,7.25,9.25
1005452,6.4,9.25,,,,8.8,4.75,5.0,7.0
1005453,6.6,8.0,,,,8.0,5.75,6.0,8.75
1005454,7.6,8.75,,,,9.2,6.75,5.75,8.0
1005455,7.8,8.75,,,,8.6,6.75,6.75,8.25
1005456,7.4,8.75,,,,5.6,5.5,6.0,8.5
1005457,6.8,8.5,,,,9.6,3.25,4.0,6.75
1005458,5.6,9.25,,,,9.0,6.0,6.75,8.25
1005459,7.6,9.0,,,,9.6,6.75,6.0,8.25
1005460,6.2,8.5,,,,3.4,6.25,6.5,7.75
1005461,7.8,9.0,,,,5.0,7.5,6.5,9.25
1005462,7.2,9.25,,,,9.0,7.25,7.25,9.5
1005463,7.4,7.75,,,,9.4,6.5,7.75,9.25
1005464,7.8,9.0,,,,7.8,8.0,5.5,9.75
1005465,6.8,8.0,,,,7.6,7.5,5.75,8.25
1005466,7.4,8.5,,,,8.6,7.75,7.5,8.5
1005467,7.8,8.0,,,,9.0,6.75,6.0,8.25
1005468,7.4,8.75,,,,7.6,5.25,5.25,8.25
1005469,8.4,8.75,,,,8.8,8.75,7.25,8.5
1005470,8.0,8.75,,,,8.8,7.0,8.25,8.25
1005471,8.4,8.5,,,,9.2,6.5,6.25,8.75
1005472,8.4,8.0,,,,9.8,6.0,6.75,8.5
1005473,7.4,8.0,,,,5.6,5.25,5.5,6.0
1005474,6.6,8.75,,,,6.4,4.25,5.75,6.5
1005475,3.6,7.75,,,,4.8,6.25,5.75,8.5
1005476,7.8,9.5,,,,9.2,6.5,7.0,8.25
1005477,6.6,8.25,,,,7.2,4.25,5.75,7.0
1005478,4.8,7.25,,,,5.0,4.75,5.0,7.75
1005479,6.0,7.0,,,,4.0,4.5,4.0,9.0
1005480,6.6,8.5,,,,7.2,5.25,5.25,7.75
1005481,6.4,9.25,,,,8.4,7.25,6.75,9.25
1005482,7.2,8.0,,,,8.0,8.0,6.75,8.25
1005483,6.6,8.5,,,,7.2,5.75,4.25,8.75
1005484,7.8,9.25,,,,8.2,6.5,5.0,8.5
1005485,7.6,9.0,,,,8.2,6.75,7.75,8.75
1005486,7.6,9.5,,,,9.0,6.5,7.0,9.25
1005487,7.0,9.0,,,,9.4,7.5,6.25,9.0
1005488,6.2,7.5,,,,7.6,5.75,6.5,7.5
1005489,6.0,8.25,,,,3.6,5.25,4.75,7.0
1005490,6.8,9.25,,,,6.4,8.5,7.0,9.5
1005491,6.8,8.0,,,,6.4,4.0,5.0,7.0
1005492,8.2,9.0,,,,9.2,6.0,6.25,8.25
1005493,7.6,8.5,,,,9.2,6.25,6.25,9.0
1005494,8.4,9.0,,,,8.0,6.0,6.0,9.0
1005495,7.8,8.75,,,,8.2,6.25,7.0,8.75
1005496,8.0,7.75,,,,5.8,7.25,5.75,9.75
1005497,7.0,8.75,,,,7.0,7.5,7.0,9.75
1005498,7.2,6.0,,,,7.2,7.0,8.25,9.5
1005499,6.4,8.25,,,,7.6,5.5,3.25,8.25
1005500,7.4,7.75,,,,9.6,5.5,7.5,9.5
1005501,7.6,8.25,,,,9.2,5.75,5.75,6.0
1005502,4.8,7.5,,,,7.6,5.5,6.25,8.5
1005503,7.0,7.5,,,,4.0,9.0,6.75,9.0
1005504,7.6,7.75,,,,7.8,8.25,7.25,9.0
1005505,8.6,8.75,,,,8.8,3.0,6.25,9.25
1005506,5.6,6.25,,,,2.4,8.75,7.25,8.75
1005507,7.4,7.25,,,,8.0,6.75,4.75,7.25
1005508,3.4,6.0,,,,1.6,4.75,5.5,8.0
1005509,4.6,7.0,,,,3.8,6.75,6.0,8.75
1005510,7.0,7.0,,,,6.6,6.75,6.5,8.25
1005511,4.2,3.5,,,,7.6,3.75,4.75,7.75
1005512,8.2,7.0,,,,8.4,5.75,5.25,8.75
1005513,6.6,7.0,,,,5.8,8.25,6.25,10.0
1005514,6.2,5.75,,,,4.4,5.5,6.25,8.75
1005515,5.6,4.75,,,,3.8,3.5,4.25,7.75
1005516,6.2,5.5,,,,8.4,5.0,5.5,7.25
1005517,5.8,6.25,,,,6.8,5.0,5.0,6.75
1005518,8.0,7.75,,,,6.2,6.0,4.75,8.5
1005519,6.8,7.5,,,,3.6,5.5,6.5,8.75
1005520,8.4,9.0,,,,8.8,7.0,6.25,9.25
1005521,7.2,9.0,,,,7.6,8.5,6.0,9.25
1005522,6.8,8.5,,,,6.6,7.0,6.0,8.75
1005523,8.4,8.5,,,,9.0,3.5,5.0,8.0
1005524,8.0,8.5,,,,8.0,6.75,3.75,7.5
1005525,7.6,8.5,,,,9.0,7.25,6.25,8.5
1005526,7.4,8.5,,,,7.0,5.5,5.0,7.25
1005527,8.4,8.75,,,,9.6,7.25,6.75,9.0
1005528,6.6,7.75,,,,9.0,4.0,6.0,6.75
1005529,8.2,8.75,,,,6.8,6.75,6.5,8.75
1005530,,5.5,,,,,5.5,6.0,
1005531,6.8,6.75,,,,7.8,5.25,6.25,8.25
1005532,,7.0,,,,,5.0,4.75,
1005533,5.4,6.5,,,,2.2,4.0,5.25,8.75
1005534,8.2,7.5,,,,8.8,6.25,5.25,8.75
1005535,7.6,7.5,,,,8.2,7.25,6.0,7.0
1005536,7.6,7.75,,,,5.6,7.0,6.25,8.5
1005537,5.6,9.0,,,,7.2,9.5,8.25,8.25
1005538,7.0,7.75,,,,5.2,7.75,4.5,8.5
1005539,8.6,,,8.5,9.5,,,,
1005540,,6.5,,,,,6.75,8.25,9.5
1005541,4.4,,4.0,4.5,4.75,,,,
1005542,,7.0,,,,,7.5,7.0,
1005543,,5.75,,,,,5.75,4.25,
1005544,5.4,7.5,,,,,5.25,,
1005545,8.2,2.75,8.0,7.25,0.5,,,,
1005546,,6.5,,,,,4.0,3.0,
1005547,7.2,,8.0,7.75,,,,,
1005548,7.6,,5.25,6.0,,,,,
1005549,,2.75,,,,,3.0,1.75,
1005550,,6.5,,,,,8.75,9.0,
1005551,9.6,,8.0,7.75,3.75,,,,
1005552,8.8,,8.5,8.25,,,,,
1005553,,7.5,,,,,7.0,5.0,
1005554,,5.0,,,,,4.0,4.5,
1005555,7.4,,3.75,8.75,7.75,,,,
1005556,,7.0,,,,,5.25,5.75,
1005557,4.4,3.5,3.25,5.75,7.25,,,,
1005558,,5.5,,,,,3.5,4.75,
1005559,,6.0,,,,,5.0,7.5,
1005560,,5.0,,,,,4.5,4.0,
1005561,,6.5,,,,,7.0,6.0,
1005562,8.6,,8.5,8.0,,,,,
1005563,,5.0,,,,,3.75,5.75,
1005564,,5.0,,,,,8.25,6.25,
1005565,,4.75,,,,,4.5,5.25,
1005566,,7.5,,,,,6.5,5.75,
1005567,,6.5,,,,,7.25,7.25,
1005568,,3.5,,,,,3.75,3.0,
1005569,7.8,,7.0,7.0,1.75,,,,
1005570,3.0,,3.25,1.5,,,,,
1005571,,3.75,,,,,4.0,5.0,
1005572,,3.75,,,,,5.0,5.25,
1005573,8.4,,8.0,,,,,,
1005574,,5.5,,,,,7.75,6.75,
1005575,7.8,8.0,6.5,3.5,6.25,8.0,,,
1005576,8.4,7.5,7.25,7.5,8.25,8.2,,,
1005577,6.8,4.75,7.5,3.0,5.0,7.8,,,
1005578,7.6,8.25,,,,8.4,8.25,7.5,8.25
1005579,7.0,5.0,,,,7.0,2.75,3.25,6.25
1005580,7.4,5.5,,,,8.6,6.25,7.0,8.5
1005581,3.6,4.75,,,,3.2,4.25,2.75,5.25
1005582,8.4,9.0,,,,9.2,4.25,5.25,9.0
1005583,5.4,5.25,,,,2.8,5.5,4.25,7.75
1005584,7.6,7.75,,,,6.6,6.0,6.0,6.5
1005585,6.8,8.25,,,,5.2,6.25,7.5,7.5
1005586,6.0,7.0,,,,5.4,3.75,5.75,6.75
1005587,5.8,8.25,,,,7.4,6.25,4.75,7.75
1005588,6.8,8.0,,,,8.0,7.0,7.0,9.25
1005589,8.2,9.0,,,,8.8,7.75,5.75,9.0
1005590,6.8,8.5,,,,7.8,6.5,5.0,9.75
1005591,6.6,8.25,,,,8.8,6.0,6.75,8.5
1005592,7.2,8.75,,,,8.4,5.75,5.25,9.5
1005593,5.4,8.5,,,,6.8,6.5,5.25,8.5
1005594,8.4,9.0,,,,9.4,5.5,4.25,8.5
1005595,8.0,9.0,,,,8.2,8.0,7.0,9.0
1005596,7.4,9.5,,,,5.8,5.0,5.0,8.0
1005597,7.4,8.5,,,,8.4,7.0,7.0,9.5
1005598,7.6,8.25,,,,7.4,5.5,5.0,8.25
1005599,6.8,8.5,,,,9.2,7.5,7.75,8.25
1005600,8.2,8.75,,,,8.6,7.25,7.25,9.5
1005601,8.2,8.75,,,,7.6,5.75,5.75,9.0
1005602,8.0,8.25,,,,8.0,4.25,5.25,8.75
1005603,7.2,8.25,,,,8.6,6.0,5.25,8.75
1005604,8.0,8.5,,,,7.6,8.0,7.75,8.75
1005605,5.8,5.75,,,,3.8,2.5,4.75,6.5
1005606,7.2,6.75,,,,7.6,5.0,5.0,7.75
1005607,5.8,7.75,,,,3.0,9.0,6.5,9.75
1005608,7.4,8.5,,,,6.8,6.5,7.0,9.0
1005609,6.0,6.75,,,,5.8,6.0,5.25,6.75
1005610,6.4,5.5,,,,3.6,6.25,5.75,8.75
1005611,4.4,5.5,,,,9.4,4.25,6.5,5.0
1005612,6.2,7.5,,,,4.0,4.25,5.25,7.75
1005613,6.8,6.25,,,,7.4,4.0,4.25,7.75
1005614,7.8,8.0,,,,6.4,7.5,5.5,9.0
1005615,5.4,7.5,,,,3.0,4.5,5.75,7.5
1005616,4.4,6.5,,,,2.8,4.25,4.0,7.25
1005617,7.4,9.0,,,,8.4,7.5,5.75,7.75
1005618,8.0,8.25,,,,7.6,6.75,6.5,8.75
1005619,7.8,8.25,,,,8.6,4.0,3.75,7.25
1005620,7.6,7.5,,,,9.0,6.75,6.75,8.5
1005621,5.4,7.0,,,,7.4,6.0,6.5,9.5
1005622,7.6,6.5,,,,7.2,4.5,6.25,8.0
1005623,7.4,8.0,,,,6.2,3.5,6.25,7.75
1005624,8.0,9.0,,,,9.4,7.0,7.5,9.0
1005625,7.4,7.75,,,,9.2,6.25,6.5,8.75
1005626,9.0,8.5,,,,8.4,7.5,5.0,8.25
1005627,6.6,7.5,,,,8.6,6.0,5.75,8.25
1005628,6.4,8.25,,,,6.6,5.25,4.0,7.0
1005629,3.4,5.75,,,,4.0,2.75,4.5,7.0
1005630,3.8,5.5,,,,5.4,5.5,5.0,8.75
1005631,5.8,6.25,,,,2.2,5.0,3.75,6.5
1005632,5.0,5.25,,,,4.0,4.75,5.25,8.5
1005633,4.4,4.75,,,,3.0,5.0,6.75,9.0
1005634,7.0,8.75,,,,7.8,7.0,6.25,8.25
1005635,7.4,7.0,,,,3.8,5.0,6.25,8.5
1005636,8.8,8.75,,,,8.4,6.25,6.75,8.75
1005637,7.2,5.75,,,,8.6,6.75,6.0,7.75
1005638,5.6,2.75,,,,7.0,5.25,3.5,7.0
1005639,6.2,6.5,,,,5.6,5.5,6.75,8.25
1005640,6.6,8.0,,,,8.2,6.0,5.75,9.0
